 L  L'   F   D  Om  Lm  Lv  Le  LM  Lj  Ls  Lu  Ln  Pa    PS       PC        ES       EC
 0   0   0   0   1   0   2  -3   0   0   0   0   0   0   0.0000  -0.0032   -0.0017   0.0000
 0   0   0   0   0   0   0  -5   9   0   0   0   0   2   0.0008   0.0012    0.0005  -0.0003
 0   0   0   0   0   0   0  -5   9   0   0   0   0   1   0.0003   0.0000    0.0000  -0.0001
 0   0   0   0   0   0   0   5  -9   0   0   0   0   0   0.0007   0.0013    0.0000   0.0000
 0   0  -1   1   0   0   0   1   0  -2   0   0   0   0  -0.0003   0.0016    0.0000   0.0000
 0   0   2  -2   1   0   0  -2   0   2   0   0   0   0   0.0050   0.0000    0.0000  -0.0027
-2   0   1   1   1   0   0   1   0   0   0   0   0   0   0.0000  -0.0005   -0.0003   0.0000
 0   0  -2   2   0   0   3  -3   0   0   0   0   0   0   0.0013   0.0000    0.0000   0.0000
 0   0   0   0   0   0  -6  10   0   0   0   0   0   1   0.0000   0.0005    0.0003   0.0001
 0   0   0   0   0   0  -6  10   0   0   0   0   0   2   0.0024   0.0005    0.0002  -0.0011
 0   0   0   0   0   0  -2   3   0   0   0   0   0   2   0.0005  -0.0011   -0.0005  -0.0002
 0   0   0   0   0   0  -2   3   0   0   0   0   0   1   0.0030  -0.0003   -0.0002  -0.0016
 0   0   1  -1   1   0  -2   2   0   0   0   0   0   0   0.0018   0.0000    0.0000  -0.0009
 0   0   0   0   0   0   2  -3   0   0   0   0   0   0   0.0008   0.0614    0.0000   0.0000
 0   0   0   0   0   0   2  -3   0   0   0   0   0   1   0.0003  -0.0003   -0.0001  -0.0002
 0   0   0   0   0   0   0   0   0   3   0   0   0   1   0.0006   0.0017    0.0009  -0.0003
 0   0   1  -1   1   0   0  -1   0   3   0   0   0   0  -0.0003  -0.0009   -0.0005   0.0002
 0   0   0   0   0   0   0   0   0   3   0   0   0   1   0.0000   0.0006    0.0003  -0.0001
 0   0   0   0   0   0   0   0   0   3   0   0   0   2  -0.0127   0.0021    0.0009   0.0055
 0   0   0   0   0   0   0   4  -8   0   0   0   0   0   0.0003   0.0005    0.0000   0.0000
 0   0   0   0   0   0   0  -4   8   0   0   0   0   2  -0.0006  -0.0010   -0.0004   0.0003
 0   0  -2   2   0   0   0   2   0  -2   0   0   0   0   0.0005   0.0000    0.0000   0.0000
 0   0   0   0   0   0   0  -4   7   0   0   0   0   2   0.0016   0.0009    0.0004  -0.0007
 0   0   0   0   0   0   0  -4   7   0   0   0   0   1   0.0003   0.0000    0.0000  -0.0002
 0   0   0   0   0   0   0   4  -7   0   0   0   0   0   0.0000   0.0022    0.0000   0.0000
 0   0   0   0   1   0  -2   3   0   0   0   0   0   0   0.0000   0.0019    0.0010   0.0000
 0   0   2  -2   1   0   0  -2   0   3   0   0   0   0   0.0007   0.0000    0.0000  -0.0004
 0   0   0   0   0   0   0  -5  10   0   0   0   0   2   0.0000  -0.0005   -0.0002   0.0000
 0   0   0   0   1   0  -1   2   0   0   0   0   0   0   0.0000   0.0003    0.0001   0.0000
 0   0   0   0   0   0   0   0   0   4   0   0   0   2  -0.0009   0.0003    0.0001   0.0004
 0   0   0   0   0   0   0  -3   5   0   0   0   0   2   0.0017   0.0000    0.0000  -0.0007
 0   0   0   0   0   0   0  -3   5   0   0   0   0   1   0.0000  -0.0003   -0.0002  -0.0001
 0   0   0   0   0   0   0   3  -5   0   0   0   0   0  -0.0020   0.0034    0.0000   0.0000
 0   0   0   0   0   0   1  -2   0   0   0   0   0   1  -0.0010   0.0000    0.0001   0.0005
 0   0   1  -1   1   0   1  -3   0   0   0   0   0   0  -0.0004   0.0000    0.0000   0.0002
 0   0   0   0   0   0   1  -2   0   0   0   0   0   0   0.0022  -0.0087    0.0000   0.0000
 0   0   0   0   0   0  -1   2   0   0   0   0   0   1  -0.0004   0.0000    0.0000   0.0002
 0   0   0   0   0   0  -1   2   0   0   0   0   0   2  -0.0003  -0.0006   -0.0002   0.0001
 0   0   0   0   0   0  -7  11   0   0   0   0   0   2  -0.0016  -0.0003   -0.0001   0.0007
 0   0   0   0   0   0  -7  11   0   0   0   0   0   1   0.0000  -0.0003   -0.0002   0.0000
 0   0  -2   2   0   0   4  -4   0   0   0   0   0   0   0.0004   0.0000    0.0000   0.0000
 0   0   0   0   0   0   0   2  -3   0   0   0   0   0  -0.0068   0.0039    0.0000   0.0000
 0   0   2  -2   1   0  -4   4   0   0   0   0   0   0   0.0027   0.0000    0.0000  -0.0014
 0   0  -1   1   0   0   4  -5   0   0   0   0   0   0   0.0000  -0.0004    0.0000   0.0000
 0   0   0   0   0   0   0   1  -1   0   0   0   0   0  -0.0025   0.0000    0.0000   0.0000
 0   0   0   0   0   0  -4   7   0   0   0   0   0   1  -0.0012  -0.0003   -0.0002   0.0006
 0   0   1  -1   1   0  -4   6   0   0   0   0   0   0   0.0003   0.0000    0.0000  -0.0001
 0   0   0   0   0   0  -4   7   0   0   0   0   0   2   0.0003   0.0066    0.0029  -0.0001
 0   0   0   0   0   0  -4   6   0   0   0   0   0   2   0.0490   0.0000    0.0000  -0.0213
 0   0   0   0   0   0  -4   6   0   0   0   0   0   1  -0.0022   0.0093    0.0049   0.0012
 0   0   1  -1   1   0  -4   5   0   0   0   0   0   0  -0.0007   0.0028    0.0015   0.0004
 0   0   0   0   0   0  -4   6   0   0   0   0   0   1  -0.0003   0.0013    0.0007   0.0002
 0   0   0   0   0   0   4  -6   0   0   0   0   0   0  -0.0046   0.0014    0.0000   0.0000
-2   0   0   2   0   0   2  -2   0   0   0   0   0   0  -0.0005   0.0000    0.0000   0.0000
 0   0   0   0   0   0   0   0   1   0   0   0   0   0   0.0002   0.0001    0.0000   0.0000
 0   0  -1   1   0   0   1   0   0   0   0   0   0   0   0.0000  -0.0003    0.0000   0.0000
 0   0   0   0   1   0   1  -1   0   0   0   0   0   0  -0.0028   0.0000    0.0000   0.0015
 0   0   0   0   0   0   0  -1   0   5   0   0   0   2   0.0005   0.0000    0.0000  -0.0002
 0   0   0   0   0   0   0   1  -3   0   0   0   0   0   0.0000   0.0003    0.0000   0.0000
 0   0   0   0   0   0   0  -1   3   0   0   0   0   2  -0.0011   0.0000    0.0000   0.0005
 0   0   0   0   0   0   0  -7  12   0   0   0   0   2   0.0000   0.0003    0.0001   0.0000
 0   0   0   0   0   0  -1   1   0   0   0   0   0   2  -0.0003   0.0000    0.0000   0.0001
 0   0   0   0   0   0  -1   1   0   0   0   0   0   1   0.0025   0.0106    0.0057  -0.0013
 0   0   1  -1   1   0  -1   0   0   0   0   0   0   0   0.0005   0.0021    0.0011  -0.0003
 0   0   0   0   0   0   1  -1   0   0   0   0   0   0   0.1485   0.0000    0.0000   0.0000
 0   0   0   0   0   0   1  -1   0   0   0   0   0   1  -0.0007  -0.0032   -0.0017   0.0004
 0   0   1  -1   1   0   1  -2   0   0   0   0   0   0   0.0000   0.0005    0.0003   0.0000
 0   0   0   0   0   0   0  -2   5   0   0   0   0   2  -0.0006  -0.0003   -0.0002   0.0003
 0   0   0   0   0   0   0  -1   0   4   0   0   0   2   0.0030  -0.0006   -0.0002  -0.0013
 0   0   0   0   0   0   0   1   0  -4   0   0   0   0  -0.0004   0.0004    0.0000   0.0000
 0   0   0   0   1   0  -1   1   0   0   0   0   0   0  -0.0019   0.0000    0.0000   0.0010
 0   0   0   0   0   0   0  -6  10   0   0   0   0   2   0.0000   0.0004    0.0002  -0.0001
 0   0   0   0   0   0   0  -6  10   0   0   0   0   0   0.0000   0.0003    0.0000   0.0000
 0   0   2  -2   1   0   0  -3   0   3   0   0   0   0   0.0004   0.0000    0.0000  -0.0002
 0   0   0   0   0   0   0  -3   7   0   0   0   0   2   0.0000  -0.0003   -0.0001   0.0000
-2   0   0   2   0   0   4  -4   0   0   0   0   0   0  -0.0003   0.0000    0.0000   0.0000
 0   0   0   0   0   0   0  -5   8   0   0   0   0   2   0.0005   0.0003    0.0001  -0.0002
 0   0   0   0   0   0   0   5  -8   0   0   0   0   0   0.0000   0.0011    0.0000   0.0000
 0   0   0   0   0   0   0  -1   0   3   0   0   0   2   0.0118   0.0000    0.0000  -0.0052
 0   0   0   0   0   0   0  -1   0   3   0   0   0   1   0.0000  -0.0005   -0.0003   0.0000
 0   0   0   0   0   0   0   1   0  -3   0   0   0   0  -0.0028   0.0036    0.0000   0.0000
 0   0   0   0   0   0   2  -4   0   0   0   0   0   0   0.0005  -0.0005    0.0000   0.0000
 0   0   0   0   0   0  -2   4   0   0   0   0   0   1   0.0014  -0.0059   -0.0031  -0.0008
 0   0   1  -1   1   0  -2   3   0   0   0   0   0   0   0.0000   0.0009    0.0005   0.0001
 0   0   0   0   0   0  -2   4   0   0   0   0   0   2  -0.0458   0.0000    0.0000   0.0198
 0   0   0   0   0   0  -6   9   0   0   0   0   0   2   0.0000  -0.0045   -0.0020   0.0000
 0   0   0   0   0   0  -6   9   0   0   0   0   0   1   0.0009   0.0000    0.0000  -0.0005
 0   0   0   0   0   0   6  -9   0   0   0   0   0   0   0.0000  -0.0003    0.0000   0.0000
 0   0   0   0   1   0   0   1   0  -2   0   0   0   0   0.0000  -0.0004   -0.0002  -0.0001
 0   0   2  -2   1   0  -2   2   0   0   0   0   0   0   0.0011   0.0000    0.0000  -0.0006
 0   0   0   0   0   0   0  -4   6   0   0   0   0   2   0.0006   0.0000    0.0000  -0.0002
 0   0   0   0   0   0   0   4  -6   0   0   0   0   0  -0.0016   0.0023    0.0000   0.0000
 0   0   0   0   1   0   3  -4   0   0   0   0   0   0   0.0000  -0.0004   -0.0002   0.0000
 0   0   0   0   0   0   0  -1   0   2   0   0   0   2  -0.0005   0.0000    0.0000   0.0002
 0   0   0   0   0   0   0   1   0  -2   0   0   0   0  -0.0166   0.0269    0.0000   0.0000
 0   0   0   0   1   0   0   1   0  -1   0   0   0   0   0.0015   0.0000    0.0000  -0.0008
 0   0   0   0   0   0  -5   9   0   0   0   0   0   2   0.0010   0.0000    0.0000  -0.0004
 0   0   0   0   0   0   0   3  -4   0   0   0   0   0  -0.0078   0.0045    0.0000   0.0000
 0   0   0   0   0   0  -3   4   0   0   0   0   0   2   0.0000  -0.0005   -0.0002   0.0000
 0   0   0   0   0   0  -3   4   0   0   0   0   0   1   0.0007   0.0000    0.0000  -0.0004
 0   0   0   0   0   0   3  -4   0   0   0   0   0   0  -0.0005   0.0328    0.0000   0.0000
 0   0   0   0   0   0   3  -4   0   0   0   0   0   1   0.0003   0.0000    0.0000  -0.0002
 0   0   0   0   1   0   0   2  -2   0   0   0   0   0   0.0005   0.0000    0.0000  -0.0002
 0   0   0   0   1   0   0  -1   0   2   0   0   0   0   0.0000   0.0003    0.0001   0.0000
 0   0   0   0   0   0   0   1   0   0  -3   0   0   0  -0.0003   0.0000    0.0000   0.0000
 0   0   0   0   0   0   0   1   0   1  -5   0   0   0  -0.0003   0.0000    0.0000   0.0000
 0   0   0   0   0   0   0  -1   0   1   0   0   0   1   0.0000  -0.0004   -0.0002   0.0000
 0   0   0   0   0   0   0   1   0  -1   0   0   0   0  -0.1223  -0.0026    0.0000   0.0000
 0   0   0   0   0   0   0   1   0  -1   0   0   0   1   0.0000   0.0007    0.0003   0.0000
 0   0   0   0   0   0   0   1   0  -3   5   0   0   0   0.0003   0.0000    0.0000   0.0000
 0   0   0   0   1   0  -3   4   0   0   0   0   0   0   0.0000   0.0003    0.0002   0.0000
 0   0   0   0   0   0   0   1   0   0  -2   0   0   0  -0.0006   0.0020    0.0000   0.0000
 0   0   0   0   0   0   0   2  -2   0   0   0   0   0  -0.0368   0.0000    0.0000   0.0000
 0   0   0   0   0   0   0   1   0   0  -1   0   0   0  -0.0075   0.0000    0.0000   0.0000
 0   0   0   0   1   0   0  -1   0   1   0   0   0   0   0.0011   0.0000    0.0000  -0.0006
 0   0   0   0   1   0   0  -2   2   0   0   0   0   0   0.0003   0.0000    0.0000  -0.0002
 0   0   0   0   0   0  -8  14   0   0   0   0   0   2  -0.0003   0.0000    0.0000   0.0001
 0   0   0   0   0   0   0   1   0   2  -5   0   0   0  -0.0013  -0.0030    0.0000   0.0000
 0   0   0   0   0   0   0   5  -8   3   0   0   0   0   0.0021   0.0003    0.0000   0.0000
 0   0   0   0   0   0   0   5  -8   3   0   0   0   2  -0.0003   0.0000    0.0000   0.0001
 0   0   0   0   0   0   0  -1   0   0   0   0   0   1  -0.0004   0.0000    0.0000   0.0002
 0   0   0   0   0   0   0   1   0   0   0   0   0   0   0.0008  -0.0027    0.0000   0.0000
 0   0   0   0   0   0   0   3  -8   3   0   0   0   0  -0.0019  -0.0011    0.0000   0.0000
 0   0   0   0   0   0   0  -3   8  -3   0   0   0   2  -0.0004   0.0000    0.0000   0.0002
 0   0   0   0   0   0   0   1   0  -2   5   0   0   2   0.0000   0.0005    0.0002   0.0000
 0   0   0   0   0   0  -8  12   0   0   0   0   0   2  -0.0006   0.0000    0.0000   0.0002
 0   0   0   0   0   0  -8  12   0   0   0   0   0   0  -0.0008   0.0000    0.0000   0.0000
 0   0   0   0   0   0   0   1   0   1  -2   0   0   0  -0.0001   0.0000    0.0000   0.0000
 0   0   0   0   0   0   0   1   0   0   1   0   0   2  -0.0014   0.0000    0.0000   0.0006
 0   0   0   0   0   0   0   0   2   0   0   0   0   0   0.0006   0.0000    0.0000   0.0000
 0   0   0   0   0   0   0   0   2   0   0   0   0   2  -0.0074   0.0000    0.0000   0.0032
 0   0   0   0   0   0   0   1   0   0   2   0   0   2   0.0000  -0.0003   -0.0001   0.0000
 0   0   2  -2   1   0  -5   5   0   0   0   0   0   0   0.0004   0.0000    0.0000  -0.0002
 0   0   0   0   0   0   0   1   0   1   0   0   0   0   0.0008   0.0011    0.0000   0.0000
 0   0   0   0   0   0   0   1   0   1   0   0   0   1   0.0000   0.0003    0.0002   0.0000
 0   0   0   0   0   0   0   1   0   1   0   0   0   2  -0.0262   0.0000    0.0000   0.0114
 0   0   0   0   0   0   3  -6   0   0   0   0   0   0   0.0000  -0.0004    0.0000   0.0000
 0   0   0   0   0   0  -3   6   0   0   0   0   0   1  -0.0007   0.0000    0.0000   0.0004
 0   0   0   0   0   0  -3   6   0   0   0   0   0   2   0.0000  -0.0027   -0.0012   0.0000
 0   0   0   0   0   0   0  -1   4   0   0   0   0   2  -0.0019  -0.0008   -0.0004   0.0008
 0   0   0   0   0   0  -5   7   0   0   0   0   0   2   0.0202   0.0000    0.0000  -0.0087
 0   0   0   0   0   0  -5   7   0   0   0   0   0   1  -0.0008   0.0035    0.0019   0.0005
 0   0   1  -1   1   0  -5   6   0   0   0   0   0   0   0.0000   0.0004    0.0002   0.0000
 0   0   0   0   0   0   5  -7   0   0   0   0   0   0   0.0016  -0.0005    0.0000   0.0000
 0   0   2  -2   1   0   0  -1   0   1   0   0   0   0   0.0005   0.0000    0.0000  -0.0003
 0   0   0   0   0   0   0  -1   0   1   0   0   0   0   0.0000  -0.0003    0.0000   0.0000
 0   0   0   0   0  -1   0   3   0   0   0   0   0   2   0.0001   0.0000    0.0000   0.0000
 0   0   0   0   0   0   0   1   0   2   0   0   0   2  -0.0035  -0.0048   -0.0021   0.0015
 0   0   0   0   0   0   0  -2   6   0   0   0   0   2  -0.0003  -0.0005   -0.0002   0.0001
 0   0   0   0   1   0   2  -2   0   0   0   0   0   0   0.0006   0.0000    0.0000  -0.0003
 0   0   0   0   0   0   0  -6   9   0   0   0   0   2   0.0003   0.0000    0.0000  -0.0001
 0   0   0   0   0   0   0   6  -9   0   0   0   0   0   0.0000  -0.0005    0.0000   0.0000
 0   0   0   0   0   0  -2   2   0   0   0   0   0   1   0.0012   0.0055    0.0029  -0.0006
 0   0   1  -1   1   0  -2   1   0   0   0   0   0   0   0.0000   0.0005    0.0003   0.0000
 0   0   0   0   0   0   2  -2   0   0   0   0   0   0  -0.0598   0.0000    0.0000   0.0000
 0   0   0   0   0   0   2  -2   0   0   0   0   0   1  -0.0003  -0.0013   -0.0007   0.0001
 0   0   0   0   0   0   0   1   0   3   0   0   0   2  -0.0005  -0.0007   -0.0003   0.0002
 0   0   0   0   0   0   0  -5   7   0   0   0   0   2   0.0003   0.0000    0.0000  -0.0001
 0   0   0   0   0   0   0   5  -7   0   0   0   0   0   0.0005  -0.0007    0.0000   0.0000
 0   0   0   0   1   0  -2   2   0   0   0   0   0   0   0.0004   0.0000    0.0000  -0.0002
 0   0   0   0   0   0   0   4  -5   0   0   0   0   0   0.0016  -0.0006    0.0000   0.0000
 0   0   0   0   0   0   1  -3   0   0   0   0   0   0   0.0008  -0.0003    0.0000   0.0000
 0   0   0   0   0   0  -1   3   0   0   0   0   0   1   0.0008  -0.0031   -0.0016  -0.0004
 0   0   1  -1   1   0  -1   2   0   0   0   0   0   0   0.0000   0.0003    0.0001   0.0000
 0   0   0   0   0   0  -1   3   0   0   0   0   0   2   0.0113   0.0000    0.0000  -0.0049
 0   0   0   0   0   0  -7  10   0   0   0   0   0   2   0.0000  -0.0024   -0.0010   0.0000
 0   0   0   0   0   0  -7  10   0   0   0   0   0   1   0.0004   0.0000    0.0000  -0.0002
 0   0   0   0   0   0   0   3  -3   0   0   0   0   0   0.0027   0.0000    0.0000   0.0000
 0   0   0   0   0   0  -4   8   0   0   0   0   0   2  -0.0003   0.0000    0.0000   0.0001
 0   0   0   0   0   0  -4   5   0   0   0   0   0   2   0.0000  -0.0004   -0.0002   0.0000
 0   0   0   0   0   0  -4   5   0   0   0   0   0   1   0.0005   0.0000    0.0000  -0.0002
 0   0   0   0   0   0   4  -5   0   0   0   0   0   0   0.0000  -0.0003    0.0000   0.0000
 0   0   0   0   0   0   0   1   1   0   0   0   0   2  -0.0013   0.0000    0.0000   0.0006
 0   0   0   0   0   0   0  -2   0   5   0   0   0   2   0.0005   0.0000    0.0000  -0.0002
 0   0   0   0   0   0   0   0   3   0   0   0   0   2  -0.0018  -0.0010   -0.0004   0.0008
 0   0   0   0   0   0   1   0   0   0   0   0   0   0  -0.0004  -0.0028    0.0000   0.0000
 0   0   0   0   0   0   1   0   0   0   0   0   0   2  -0.0005   0.0006    0.0003   0.0002
 0   0   0   0   0   0  -9  13   0   0   0   0   0   2  -0.0003   0.0000    0.0000   0.0001
 0   0   0   0   0   0   0  -1   5   0   0   0   0   2  -0.0005  -0.0009   -0.0004   0.0002
 0   0   0   0   0   0   0  -2   0   4   0   0   0   2   0.0017   0.0000    0.0000  -0.0007
 0   0   0   0   0   0   0   2   0  -4   0   0   0   0   0.0011   0.0004    0.0000   0.0000
 0   0   0   0   0   0   0  -2   7   0   0   0   0   2   0.0000  -0.0006   -0.0002   0.0000
 0   0   0   0   0   0   0   2   0  -3   0   0   0   0   0.0083   0.0015    0.0000   0.0000
 0   0   0   0   0   0  -2   5   0   0   0   0   0   1  -0.0004   0.0000    0.0000   0.0002
 0   0   0   0   0   0  -2   5   0   0   0   0   0   2   0.0000  -0.0114   -0.0049   0.0000
 0   0   0   0   0   0  -6   8   0   0   0   0   0   2   0.0117   0.0000    0.0000  -0.0051
 0   0   0   0   0   0  -6   8   0   0   0   0   0   1  -0.0005   0.0019    0.0010   0.0002
 0   0   0   0   0   0   6  -8   0   0   0   0   0   0  -0.0003   0.0000    0.0000   0.0000
 0   0   0   0   1   0   0   2   0  -2   0   0   0   0  -0.0003   0.0000    0.0000   0.0002
 0   0   0   0   0   0   0  -3   9   0   0   0   0   2   0.0000  -0.0003   -0.0001   0.0000
 0   0   0   0   0   0   0   5  -6   0   0   0   0   0   0.0003   0.0000    0.0000   0.0000
 0   0   0   0   0   0   0   5  -6   0   0   0   0   2   0.0000  -0.0006   -0.0002   0.0000
 0   0   0   0   0   0   0   2   0  -2   0   0   0   0   0.0393   0.0003    0.0000   0.0000
 0   0   0   0   0   0   0   2   0  -2   0   0   0   1  -0.0004   0.0021    0.0011   0.0002
 0   0   0   0   0   0   0   2   0  -2   0   0   0   2  -0.0006   0.0000   -0.0001   0.0003
 0   0   0   0   0   0  -5  10   0   0   0   0   0   2  -0.0003   0.0008    0.0004   0.0001
 0   0   0   0   0   0   0   4  -4   0   0   0   0   0   0.0008   0.0000    0.0000   0.0000
 0   0   0   0   0   0   0   4  -4   0   0   0   0   2   0.0018  -0.0029   -0.0013  -0.0008
 0   0   0   0   0   0  -3   3   0   0   0   0   0   1   0.0008   0.0034    0.0018  -0.0004
 0   0   0   0   0   0   3  -3   0   0   0   0   0   0   0.0089   0.0000    0.0000   0.0000
 0   0   0   0   0   0   3  -3   0   0   0   0   0   1   0.0003   0.0012    0.0006  -0.0001
 0   0   0   0   0   0   3  -3   0   0   0   0   0   2   0.0054  -0.0015   -0.0007  -0.0024
 0   0   0   0   0   0   0   2   0   0  -3   0   0   0   0.0000   0.0003    0.0000   0.0000
 0   0   0   0   0   0   0  -5  13   0   0   0   0   2   0.0003   0.0000    0.0000  -0.0001
 0   0   0   0   0   0   0   2   0  -1   0   0   0   0   0.0000   0.0035    0.0000   0.0000
 0   0   0   0   0   0   0   2   0  -1   0   0   0   2  -0.0154  -0.0030   -0.0013   0.0067
 0   0   0   0   0   0   0   2   0   0  -2   0   0   0   0.0015   0.0000    0.0000   0.0000
 0   0   0   0   0   0   0   2   0   0  -2   0   0   1   0.0000   0.0004    0.0002   0.0000
 0   0   0   0   0   0   0   3  -2   0   0   0   0   0   0.0000   0.0009    0.0000   0.0000
 0   0   0   0   0   0   0   3  -2   0   0   0   0   2   0.0080  -0.0071   -0.0031  -0.0035
 0   0   0   0   0   0   0   2   0   0  -1   0   0   2   0.0000  -0.0020   -0.0009   0.0000
 0   0   0   0   0   0   0  -6  15   0   0   0   0   2   0.0011   0.0005    0.0002  -0.0005
 0   0   0   0   0   0  -8  15   0   0   0   0   0   2   0.0061  -0.0096   -0.0042  -0.0027
 0   0   0   0   0   0  -3   9  -4   0   0   0   0   2   0.0014   0.0009    0.0004  -0.0006
 0   0   0   0   0   0   0   2   0   2  -5   0   0   2  -0.0011  -0.0006   -0.0003   0.0005
 0   0   0   0   0   0   0  -2   8  -1  -5   0   0   2   0.0000  -0.0003   -0.0001   0.0000
 0   0   0   0   0   0   0   6  -8   3   0   0   0   2   0.0123  -0.0415   -0.0180  -0.0053
 0   0   0   0   0   0   0   2   0   0   0   0   0   0   0.0000   0.0000    0.0000  -0.0035
 0   0   0   0   0   0   0   2   0   0   0   0   0   0  -0.0005   0.0000    0.0000   0.0000
 0   0   0   0   0   0   0   2   0   0   0   0   0   1   0.0007  -0.0032   -0.0017  -0.0004
 0   0   1  -1   1   0   0   1   0   0   0   0   0   0   0.0000  -0.0009   -0.0005   0.0000
 0   0   0   0   0   0   0   2   0   0   0   0   0   1   0.0000  -0.0004    0.0002   0.0000
 0   0   0   0   0   0   0   2   0   0   0   0   0   2  -0.0089   0.0000    0.0000   0.0038
 0   0   0   0   0   0   0  -6  16  -4  -5   0   0   2   0.0000  -0.0086   -0.0019  -0.0006
 0   0   0   0   0   0   0  -2   8  -3   0   0   0   2   0.0000   0.0000   -0.0019   0.0006
 0   0   0   0   0   0   0  -2   8  -3   0   0   0   2  -0.0123  -0.0416   -0.0180   0.0053
 0   0   0   0   0   0   0   6  -8   1   5   0   0   2   0.0000  -0.0003   -0.0001   0.0000
 0   0   0   0   0   0   0   2   0  -2   5   0   0   2   0.0012  -0.0006   -0.0003  -0.0005
 0   0   0   0   0   0   3  -5   4   0   0   0   0   2  -0.0013   0.0009    0.0004   0.0006
 0   0   0   0   0   0  -8  11   0   0   0   0   0   2   0.0000  -0.0015   -0.0007   0.0000
 0   0   0   0   0   0  -8  11   0   0   0   0   0   1   0.0003   0.0000    0.0000  -0.0001
 0   0   0   0   0   0  -8  11   0   0   0   0   0   2  -0.0062  -0.0097   -0.0042   0.0027
 0   0   0   0   0   0   0  11   0   0   0   0   0   2  -0.0011   0.0005    0.0002   0.0005
 0   0   0   0   0   0   0   2   0   0   1   0   0   2   0.0000  -0.0019   -0.0008   0.0000
 0   0   0   0   0   0   3  -3   0   2   0   0   0   2  -0.0003   0.0000    0.0000   0.0001
 0   0   2  -2   1   0   0   4  -8   3   0   0   0   0   0.0000   0.0004    0.0002   0.0000
 0   0   1  -1   0   0   0   1   0   0   0   0   0   0   0.0000   0.0003    0.0000   0.0000
 0   0   2  -2   1   0   0  -4   8  -3   0   0   0   0   0.0000   0.0004    0.0002   0.0000
 0   0   0   0   0   0   0   1   2   0   0   0   0   2  -0.0085  -0.0070   -0.0031   0.0037
 0   0   0   0   0   0   0   2   0   1   0   0   0   2   0.0163  -0.0012   -0.0005  -0.0072
 0   0   0   0   0   0  -3   7   0   0   0   0   0   2  -0.0063  -0.0016   -0.0007   0.0028
 0   0   0   0   0   0   0   0   4   0   0   0   0   2  -0.0021  -0.0032   -0.0014   0.0009
 0   0   0   0   0   0  -5   6   0   0   0   0   0   2   0.0000  -0.0003   -0.0001   0.0000
 0   0   0   0   0   0  -5   6   0   0   0   0   0   1   0.0003   0.0000    0.0000  -0.0002
 0   0   0   0   0   0   5  -6   0   0   0   0   0   0   0.0000   0.0008    0.0000   0.0000
 0   0   0   0   0   0   5  -6   0   0   0   0   0   2   0.0003   0.0010    0.0004  -0.0001
 0   0   0   0   0   0   0   2   0   2   0   0   0   2   0.0003   0.0000    0.0000  -0.0001
 0   0   0   0   0   0   0  -1   6   0   0   0   0   2   0.0000  -0.0007   -0.0003   0.0000
 0   0   0   0   0   0   0   7  -9   0   0   0   0   2   0.0000  -0.0004   -0.0002   0.0000
 0   0   0   0   0   0   2  -1   0   0   0   0   0   0   0.0006   0.0019    0.0000   0.0000
 0   0   0   0   0   0   2  -1   0   0   0   0   0   2   0.0005  -0.0173   -0.0075  -0.0002
 0   0   0   0   0   0   0   6  -7   0   0   0   0   2   0.0000  -0.0007   -0.0003   0.0000
 0   0   0   0   0   0   0   5  -5   0   0   0   0   2   0.0007  -0.0012   -0.0005  -0.0003
 0   0   0   0   0   0  -1   4   0   0   0   0   0   1  -0.0003   0.0000    0.0000   0.0002
 0   0   0   0   0   0  -1   4   0   0   0   0   0   2   0.0003  -0.0004   -0.0002  -0.0001
 0   0   0   0   0   0  -7   9   0   0   0   0   0   2   0.0074   0.0000    0.0000  -0.0032
 0   0   0   0   0   0  -7   9   0   0   0   0   0   1  -0.0003   0.0012    0.0006   0.0002
 0   0   0   0   0   0   0   4  -3   0   0   0   0   2   0.0026  -0.0014   -0.0006  -0.0011
 0   0   0   0   0   0   0   3  -1   0   0   0   0   2   0.0019   0.0000    0.0000  -0.0008
 0   0   0   0   0   0  -4   4   0   0   0   0   0   1   0.0006   0.0024    0.0013  -0.0003
 0   0   0   0   0   0   4  -4   0   0   0   0   0   0   0.0083   0.0000    0.0000   0.0000
 0   0   0   0   0   0   4  -4   0   0   0   0   0   1   0.0000  -0.0010   -0.0005   0.0000
 0   0   0   0   0   0   4  -4   0   0   0   0   0   2   0.0011  -0.0003   -0.0001  -0.0005
 0   0   0   0   0   0   0   2   1   0   0   0   0   2   0.0003   0.0000    0.0001  -0.0001
 0   0   0   0   0   0   0  -3   0   5   0   0   0   2   0.0003   0.0000    0.0000  -0.0001
 0   0   0   0   0   0   1   1   0   0   0   0   0   0  -0.0004   0.0000    0.0000   0.0000
 0   0   0   0   0   0   1   1   0   0   0   0   0   1   0.0005  -0.0023   -0.0012  -0.0003
 0   0   0   0   0   0   1   1   0   0   0   0   0   2  -0.0339   0.0000    0.0000   0.0147
 0   0   0   0   0   0  -9  12   0   0   0   0   0   2   0.0000  -0.0010   -0.0005   0.0000
 0   0   0   0   0   0   0   3   0  -4   0   0   0   0   0.0005   0.0000    0.0000   0.0000
 0   0   2  -2   1   0   1  -1   0   0   0   0   0   0   0.0003   0.0000    0.0000  -0.0001
